order,id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,image_url,state,lat,long,posting_date
338,7315349921,https://bham.craigslist.org/cto/d/birmingham-1972-mercedes-benz-250c/7315349921.html,birmingham,https://bham.craigslist.org,4000,1972,mercedes-benz,benz,fair,6 cylinders,gas,88100,clean,automatic,1.14E+13,rwd,coupe,silver,https://images.craigslist.org/00V0V_cqr3FPvHaiMz_0x20oM_600x450.jpg,al,33.5409,-86.7495,2021-05-01T11:33:56-0500
346,7315259946,https://bham.craigslist.org/ctd/d/cleveland-2001-ferrari-360-modena-spider/7315259946.html,birmingham,https://bham.craigslist.org,98900,2001,ferrari,360 modena,good,8 cylinders,gas,20187,clean,automatic,ZFFYT53A110125703,rwd,convertible,red,https://images.craigslist.org/00x0x_L3jIoWpkvYz_0cU09G_600x450.jpg,al,34.586557,-83.761243,2021-05-01T08:48:02-0500
355,7315110575,https://bham.craigslist.org/ctd/d/siluria-2008-mercedes-benz-c350/7315110575.html,birmingham,https://bham.craigslist.org,9400,2008,mercedes-benz,benz c350,good,6 cylinders,gas,129473,clean,automatic,WDDGF56X68F140907,rwd,sedan,silver,https://images.craigslist.org/00101_ltjmSQnRiw7z_0CI0t2_600x450.jpg,al,33.242941,-86.817312,2021-04-30T19:14:16-0500
364,7314967754,https://bham.craigslist.org/cto/d/pinson-2007-lexus-rx350/7314967754.html,birmingham,https://bham.craigslist.org,7300,2007,lexus,rx350,good,6 cylinders,gas,181000,clean,automatic,2T2GK31U57C025466,fwd,SUV,white,https://images.craigslist.org/00x0x_18CowUUOw24z_0ak07K_600x450.jpg,al,33.7299,-86.6451,2021-04-30T14:25:51-0500
365,7314956487,https://bham.craigslist.org/ctd/d/springville-2021-chevrolet-tahoe-1500/7314956487.html,birmingham,https://bham.craigslist.org,72900,2021,chevrolet,tahoe,good,8 cylinders,gas,19129,clean,automatic,1GNSKPKD7MR102321,4wd,SUV,grey,https://images.craigslist.org/00q0q_aaAJe1ws3d5z_0kE0fu_600x450.jpg,al,33.772519,-86.475191,2021-04-30T14:07:10-0500
366,7314956410,https://bham.craigslist.org/ctd/d/springville-2017-audi-q7-premium-plus/7314956410.html,birmingham,https://bham.craigslist.org,28900,2017,audi,q7,good,6 cylinders,gas,94601,clean,automatic,WA1LAAF71HD007817,4wd,SUV,white,https://images.craigslist.org/00606_cgdJd6VptvVz_0kE0fu_600x450.jpg,al,33.772519,-86.475191,2021-04-30T14:07:04-0500
367,7314956329,https://bham.craigslist.org/ctd/d/springville-2019-chevrolet-trax-ls/7314956329.html,birmingham,https://bham.craigslist.org,17000,2019,chevrolet,trax,good,4 cylinders,gas,14898,clean,automatic,3GNCJNSB9KL333431,4wd,SUV,grey,https://images.craigslist.org/01616_76Z0m4OBf0sz_0kE0fu_600x450.jpg,al,33.772519,-86.475191,2021-04-30T14:06:56-0500
370,7314938392,https://bham.craigslist.org/ctd/d/birmingham-mitsubishi-eclipse/7314938392.html,birmingham,https://bham.craigslist.org,5950,2007,mitsubishi,eclipse,good,4 cylinders,gas,72000,clean,manual,4A3AK24F17E042681,fwd,hatchback,black,https://images.craigslist.org/01212_27x8ep9e6vPz_0CI0t2_600x450.jpg,al,33.353832,-86.866751,2021-04-30T13:38:11-0500
373,7314893113,https://bham.craigslist.org/ctd/d/powder-springs-dealer-maintained-sky/7314893113.html,birmingham,https://bham.craigslist.org,8900,2013,toyota,prius,excellent,4 cylinders,hybrid,142900,clean,automatic,JTDZN3EU6D3195340,fwd,wagon,blue,https://images.craigslist.org/01111_dmvWUOBPRVjz_0im0ak_600x450.jpg,al,33.9135,-84.6859,2021-04-30T12:23:41-0500
376,7314885483,https://bham.craigslist.org/ctd/d/birmingham-2019-nissan-370z-nismo-coupe/7314885483.html,birmingham,https://bham.craigslist.org,39990,2019,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373,clean,other,JN1AZ4EH8KM420880,rwd,coupe,white,https://images.craigslist.org/00v0v_ihZKB5WEx8Rz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-30T12:11:06-0500
381,7314847158,https://bham.craigslist.org/cto/d/birmingham-toyota-camry-xle/7314847158.html,birmingham,https://bham.craigslist.org,10800,2013,toyota,camry,excellent,4 cylinders,hybrid,147000,clean,automatic,4T1BD1FK4DU076083,fwd,sedan,grey,https://images.craigslist.org/00w0w_dXRpvrSyiQ0z_0CI0t2_600x450.jpg,al,33.354047,-86.866493,2021-04-30T11:09:51-0500
391,7314759369,https://bham.craigslist.org/ctd/d/birmingham-2016-dodge-challenger-t-scat/7314759369.html,birmingham,https://bham.craigslist.org,35990,2016,dodge,challenger r/t scat pack,good,,other,18955,clean,other,2C3CDZFJ5GH184898,rwd,coupe,black,https://images.craigslist.org/00q0q_4ZbmD4qhAB4z_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-30T08:31:22-0500
392,7314759358,https://bham.craigslist.org/ctd/d/birmingham-2018-ram-1500-quad-cab-big/7314759358.html,birmingham,https://bham.craigslist.org,34990,2018,ram,1500 quad cab big horn,good,6 cylinders,other,22064,clean,other,1C6RR7GG0JS247282,4wd,pickup,silver,https://images.craigslist.org/00P0P_egjxZcIzHczz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-30T08:31:21-0500
403,7314664527,https://bham.craigslist.org/ctd/d/birmingham-2018-toyota-4runner-sr5/7314664527.html,birmingham,https://bham.craigslist.org,36990,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,21415,clean,other,JTEBU5JR4J5589139,4wd,other,silver,https://images.craigslist.org/00A0A_hCiAtaVWpuaz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-29T22:11:15-0500
404,7314664514,https://bham.craigslist.org/ctd/d/birmingham-2017-nissan-frontier-king/7314664514.html,birmingham,https://bham.craigslist.org,23590,2017,nissan,frontier king cab sv,good,,gas,37091,clean,other,1N6BD0CT1HN724133,fwd,pickup,red,https://images.craigslist.org/00R0R_aLtwcjHyVjBz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-29T22:11:14-0500
406,7314664521,https://bham.craigslist.org/ctd/d/birmingham-2017-nissan-frontier-crew/7314664521.html,birmingham,https://bham.craigslist.org,30990,2017,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,31095,clean,other,1N6DD0EV9HN769618,4wd,pickup,white,https://images.craigslist.org/00202_4ktTZLGWeDZz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-29T22:11:14-0500
407,7314664494,https://bham.craigslist.org/ctd/d/birmingham-2017-buick-regal-premium-ii/7314664494.html,birmingham,https://bham.craigslist.org,21590,2017,buick,regal premium ii sedan 4d,good,,gas,14934,clean,other,2G4GR5GX4H9146936,fwd,sedan,white,https://images.craigslist.org/01313_2QANpLqgeGgz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-29T22:11:10-0500
415,7314589649,https://bham.craigslist.org/ctd/d/siluria-2008-infiniti-ex35/7314589649.html,birmingham,https://bham.craigslist.org,10500,2008,infiniti,ex35,good,6 cylinders,gas,122904,clean,automatic,JNKAJ09E48M304922,rwd,wagon,black,https://images.craigslist.org/01010_jAEq0Csv5Plz_0CI0t2_600x450.jpg,al,33.242977,-86.817334,2021-04-29T18:23:12-0500
416,7314584193,https://bham.craigslist.org/ctd/d/siluria-2014-toyota-prius-hybrid/7314584193.html,birmingham,https://bham.craigslist.org,9500,2014,toyota,prius v hybrid,good,4 cylinders,gas,136128,clean,automatic,JTDZN3EU4E3324774,fwd,hatchback,white,https://images.craigslist.org/00g0g_3fd2tNWsJ91_0CI0t2_600x450.jpg,al,33.243067,-86.817398,2021-04-29T18:10:56-0500
417,7314583885,https://bham.craigslist.org/ctd/d/siluria-2014-nissan-rogue-sv/7314583885.html,birmingham,https://bham.craigslist.org,12900,2014,nissan,rogue sv,good,4 cylinders,gas,120211,clean,automatic,5N1AT2MT4EC795289,fwd,SUV,red,https://images.craigslist.org/00202_lLQME8wACgZ_600x450.jpg,al,33.242977,-86.817334,2021-04-29T18:10:10-0500
432,7314334186,https://bham.craigslist.org/cto/d/birmingham-2011-vw-jetta-25-leather/7314334186.html,birmingham,https://bham.craigslist.org,6950,2011,volkswagen,jetta,excellent,5 cylinders,gas,116000,clean,automatic,3VWDZ7AJ9BM348478,fwd,sedan,silver,https://images.craigslist.org/01212_69JTxU1r2Ifz_0t20CI_600x450.jpg,al,33.4951,-86.8059,2021-04-29T10:38:35-0500
439,7314293077,https://bham.craigslist.org/ctd/d/peachland-2018-chevrolet-silverado-2500/7314293077.html,birmingham,https://bham.craigslist.org,48900,2018,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,diesel,43034,rebuilt,automatic,1GC1KWEYXJF108821,4wd,truck,black,https://images.craigslist.org/00e0e_iD7FV8sntHbz_0pO0jm_600x450.jpg,al,34.932873,-80.278416,2021-04-29T09:23:00-0500
484,7313889508,https://bham.craigslist.org/ctd/d/siluria-2008-ford-250-super-duty-xl/7313889508.html,birmingham,https://bham.craigslist.org,11500,2008,ford,f-250 super duty xl,good,8 cylinders,diesel,283356,clean,automatic,1FTSX20R48EC34753,rwd,pickup,white,https://images.craigslist.org/00101_lRU2LEdZHqpz_0CI0t2_600x450.jpg,al,33.242941,-86.817291,2021-04-28T11:50:08-0500
491,7313856690,https://bham.craigslist.org/ctd/d/peachland-2015-honda-cr-ex-awd/7313856690.html,birmingham,https://bham.craigslist.org,14700,2015,honda,cr-v ex-l,excellent,4 cylinders,gas,70672,salvage,automatic,2HKRM4H77FH677160,4wd,SUV,brown,https://images.craigslist.org/00C0C_c5DAZn07fhWz_0CI0t2_600x450.jpg,al,34.932217,-80.278473,2021-04-28T10:59:33-0500
505,7313780314,https://bham.craigslist.org/ctd/d/birmingham-2019-mazda-mx5-miata-grand/7313780314.html,birmingham,https://bham.craigslist.org,29990,2019,mazda,mx-5 miata grand touring,good,,gas,5247,clean,other,JM1NDAD77K0311175,rwd,other,,https://images.craigslist.org/00r0r_2CQljNqj22vz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-28T08:41:06-0500
509,7313780216,https://bham.craigslist.org/ctd/d/birmingham-2016-jeep-renegade-sport-suv/7313780216.html,birmingham,https://bham.craigslist.org,16590,2016,jeep,renegade sport suv 4d,good,,gas,35835,clean,other,ZACCJBAW9GPC62449,4wd,other,red,https://images.craigslist.org/00w0w_fz5a524dBVIz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-28T08:40:56-0500
511,7313780256,https://bham.craigslist.org/ctd/d/birmingham-2017-jeep-grand-cherokee/7313780256.html,birmingham,https://bham.craigslist.org,25590,2017,jeep,grand cherokee laredo sport,good,6 cylinders,other,31315,clean,other,1C4RJFAG6HC633079,4wd,SUV,silver,https://images.craigslist.org/00z0z_g2LTZMxb0Muz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-28T08:41:00-0500
524,7313775964,https://bham.craigslist.org/ctd/d/birmingham-2017-chevy-chevrolet-camaro/7313775964.html,birmingham,https://bham.craigslist.org,39590,2017,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,10496,clean,other,1G1FE1R71H0109878,rwd,coupe,white,https://images.craigslist.org/00u0u_6q9Mzhapp2Gz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-28T08:31:36-0500
535,7313663160,https://bham.craigslist.org/ctd/d/peachland-2018-ram-3500-slt-mega-cab/7313663160.html,birmingham,https://bham.craigslist.org,45300,2018,ram,3500 big horn,excellent,6 cylinders,diesel,34125,rebuilt,automatic,3C63R3LL4JG236634,4wd,truck,black,https://images.craigslist.org/00202_3qWTWuAMfogz_0pO0jm_600x450.jpg,al,34.932873,-80.278416,2021-04-27T20:56:56-0500
540,7313594854,https://bham.craigslist.org/ctd/d/siluria-2010-hyundai-accent/7313594854.html,birmingham,https://bham.craigslist.org,5500,2010,hyundai,accent,good,4 cylinders,gas,114988,clean,automatic,KMHCM3AC4AU157340,fwd,hatchback,blue,https://images.craigslist.org/00808_aVYy0MTtGXCz_0CI0t2_600x450.jpg,al,33.242977,-86.817334,2021-04-27T17:57:23-0500
542,7313588835,https://bham.craigslist.org/ctd/d/siluria-2008-ford-escape-hev/7313588835.html,birmingham,https://bham.craigslist.org,6900,2008,ford,escape hev,good,4 cylinders,hybrid,103550,clean,automatic,1FMCU49HX8KD14817,fwd,SUV,white,https://images.craigslist.org/00z0z_fQe75bRPVGYz_0CI0t2_600x450.jpg,al,33.243013,-86.817355,2021-04-27T17:44:08-0500
543,7313588556,https://bham.craigslist.org/ctd/d/siluria-2010-honda-accord-crosstour-exl/7313588556.html,birmingham,https://bham.craigslist.org,10900,2010,honda,accord crosstour exl,good,6 cylinders,gas,97804,clean,automatic,5J6TF1H59AL003751,fwd,wagon,grey,https://images.craigslist.org/00u0u_go7RJ0UmNUY_600x450.jpg,al,33.243031,-86.817377,2021-04-27T17:43:33-0500
544,7313588273,https://bham.craigslist.org/ctd/d/maylene-2014-fiat-500l-lounge/7313588273.html,birmingham,https://bham.craigslist.org,8900,2014,fiat,500l lounge,good,4 cylinders,gas,84778,clean,automatic,ZFBCFACH0EZ002677,fwd,hatchback,red,https://images.craigslist.org/00U0U_8n78Cvw0zNP_600x450.jpg,al,33.243013,-86.817355,2021-04-27T17:42:56-0500
564,7313467803,https://bham.craigslist.org/cto/d/birmingham-2004-bmw-z4/7313467803.html,birmingham,https://bham.craigslist.org,8500,2004,bmw,z4,excellent,4 cylinders,gas,116014,clean,automatic,4USBT33534LS51621,rwd,other,white,https://images.craigslist.org/00r0r_5CTrt4eNptfz_0ak07K_600x450.jpg,al,33.3538,-86.8254,2021-04-27T13:57:56-0500
566,7313451606,https://bham.craigslist.org/ctd/d/birmingham-2016-gmc-sierra-2500-hd/7313451606.html,birmingham,https://bham.craigslist.org,36990,2016,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190,clean,other,1GT22REG1GZ401351,4wd,pickup,black,https://images.craigslist.org/00C0C_iIAJrMX9Vyaz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-27T13:31:33-0500
585,7313272909,https://bham.craigslist.org/ctd/d/summerville-2014-chevrolet-silverado/7313272909.html,birmingham,https://bham.craigslist.org,27900,2014,chevrolet,silverado 3500hd,good,8 cylinders,diesel,170525,clean,automatic,1GB4KZC82EF172959,4wd,truck,white,https://images.craigslist.org/00P0P_6Db9lM4rPjBz_0kE0fu_600x450.jpg,al,34.46656,-85.35894,2021-04-27T08:31:46-0500
586,7313267024,https://bham.craigslist.org/ctd/d/birmingham-2019-caddy-cadillac-xt4/7313267024.html,birmingham,https://bham.craigslist.org,31590,2019,cadillac,xt4 sport suv 4d,good,,other,12102,clean,other,1GYFZER40KF121673,fwd,hatchback,black,https://images.craigslist.org/00v0v_Nmw3hmqa7iz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-27T08:17:55-0500
594,7313210683,https://bham.craigslist.org/ctd/d/hattiesburg-2015-kia-optima-4dr-sdn-sx/7313210683.html,birmingham,https://bham.craigslist.org,16900,2015,kia,optima,good,4 cylinders,gas,82999,clean,automatic,5XXGR4A65FG391393,fwd,sedan,white,https://images.craigslist.org/00g0g_deDOjVGI54Vz_0kE0fu_600x450.jpg,al,31.316064,-89.437114,2021-04-27T01:21:00-0500
595,7313210657,https://bham.craigslist.org/ctd/d/hattiesburg-2011-cadillac-escalade-2wd/7313210657.html,birmingham,https://bham.craigslist.org,19900,2011,cadillac,escalade,good,8 cylinders,gas,133257,clean,automatic,1GYS3DEF8BR175139,rwd,SUV,white,https://images.craigslist.org/00H0H_czRpqR0XEf7z_0kE0fu_600x450.jpg,al,31.316064,-89.437114,2021-04-27T01:20:41-0500
596,7313210643,https://bham.craigslist.org/ctd/d/hattiesburg-2019-hyundai-sonata-sel-24l/7313210643.html,birmingham,https://bham.craigslist.org,19900,2019,hyundai,sonata,good,4 cylinders,gas,21872,clean,automatic,5NPE34AF0KH789800,fwd,sedan,white,https://images.craigslist.org/00g0g_cxG1Nwci3Lqz_0kE0fu_600x450.jpg,al,31.316064,-89.437114,2021-04-27T01:20:37-0500
597,7313210587,https://bham.craigslist.org/ctd/d/hattiesburg-2019-nissan-altima-25-sl/7313210587.html,birmingham,https://bham.craigslist.org,18900,2019,nissan,altima,good,4 cylinders,gas,47421,clean,automatic,1N4BL4EV0KC188117,fwd,sedan,grey,https://images.craigslist.org/00y0y_lqK9NFCvN5Lz_0kE0fu_600x450.jpg,al,31.316064,-89.437114,2021-04-27T01:20:03-0500
598,7313175430,https://bham.craigslist.org/cto/d/dora-2013-land-rover-lr4-hse-sport/7313175430.html,birmingham,https://bham.craigslist.org,22000,2013,rover,lr4 hse,good,8 cylinders,gas,119550,clean,automatic,SALAG2D47DA653099,4wd,SUV,white,https://images.craigslist.org/01212_7VXE9U2E7eyz_0t20CI_600x450.jpg,al,33.73676,-87.033691,2021-04-26T21:51:44-0500
606,7313029336,https://bham.craigslist.org/cto/d/birmingham-2020-nissan-pathfinder/7313029336.html,birmingham,https://bham.craigslist.org,34900,2020,nissan,pathfinder,excellent,6 cylinders,gas,15400,clean,automatic,5N1DR2DN2LC622798,rwd,SUV,white,https://images.craigslist.org/00707_eqTGbfg7JUOz_07K0ak_600x450.jpg,al,33.3538,-86.8254,2021-04-26T16:00:13-0500
609,7312938924,https://bham.craigslist.org/ctd/d/birmingham-2016-chevy-chevrolet/7312938924.html,birmingham,https://bham.craigslist.org,34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,https://images.craigslist.org/00E0E_iKN07Sh7ouz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-26T13:31:01-0500
611,7312912319,https://bham.craigslist.org/cto/d/quinton-2001-jeep-cherokee-sport/7312912319.html,birmingham,https://bham.craigslist.org,6900,2001,jeep,cherokee sport,excellent,6 cylinders,gas,144445,clean,automatic,1J4FT48S71L607084,rwd,SUV,white,https://images.craigslist.org/00V0V_fZjcF1y3iVGz_0CI0t2_600x450.jpg,al,33.6561,-87.1007,2021-04-26T12:50:46-0500
630,7312805374,https://bham.craigslist.org/ctd/d/birmingham-2013-toyota-tundra-double/7312805374.html,birmingham,https://bham.craigslist.org,31990,2013,toyota,tundra double cab pickup,good,8 cylinders,gas,55068,clean,other,5TFUY5F19DX303623,4wd,pickup,,https://images.craigslist.org/00f0f_dQ1UfxDq7nIz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-26T10:11:05-0500
636,7312775073,https://bham.craigslist.org/ctd/d/birmingham-2017-gmc-sierra-1500-double/7312775073.html,birmingham,https://bham.craigslist.org,34990,2017,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,31728,clean,other,1GTV2MECXHZ377968,4wd,pickup,white,https://images.craigslist.org/00k0k_dVsp26551RWz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-26T09:21:04-0500
642,7312748821,https://bham.craigslist.org/ctd/d/birmingham-2011-chevy-chevrolet/7312748821.html,birmingham,https://bham.craigslist.org,38590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,30237,clean,other,1G1YR3DW3B5102190,rwd,other,red,https://images.craigslist.org/00U0U_kKYnS1LWh82z_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-26T08:31:43-0500
651,7312514213,https://bham.craigslist.org/cto/d/marietta-2011-ford-150-regular-cab-long/7312514213.html,birmingham,https://bham.craigslist.org,8950,2011,ford,f-150,excellent,6 cylinders,gas,164000,clean,automatic,1FTMF1CM6BKD55331,fwd,truck,white,https://images.craigslist.org/01212_6xRHfNWpFtGz_0CI0t2_600x450.jpg,al,34.0378,-84.5038,2021-04-25T15:51:30-0500
663,7312370075,https://bham.craigslist.org/ctd/d/birmingham-2017-ford-f150-supercrew-cab/7312370075.html,birmingham,https://bham.craigslist.org,36990,2017,ford,f150 supercrew cab xlt,good,6 cylinders,other,15443,clean,automatic,1FTEW1EG9HFC85502,4wd,pickup,red,https://images.craigslist.org/00l0l_1bmFudSeRiSz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-25T11:31:52-0500
665,7312369984,https://bham.craigslist.org/ctd/d/birmingham-2017-jeep-wrangler-sport-suv/7312369984.html,birmingham,https://bham.craigslist.org,29990,2017,jeep,wrangler sport suv 2d,good,6 cylinders,gas,28680,clean,other,1C4AJWAG4HL704941,4wd,other,black,https://images.craigslist.org/00Q0Q_7PSX0A3BUj9z_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-25T11:31:42-0500
666,7312369856,https://bham.craigslist.org/ctd/d/birmingham-2017-audi-a4-ultra-premium/7312369856.html,birmingham,https://bham.craigslist.org,24990,2017,audi,a4 ultra premium sedan 4d,good,,other,21314,clean,other,WAUGMAF48HN035545,fwd,sedan,blue,https://images.craigslist.org/00C0C_8iYVlFR9efiz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-25T11:31:31-0500
677,7312276807,https://bham.craigslist.org/ctd/d/birmingham-2017-jeep-wrangler-unlimited/7312276807.html,birmingham,https://bham.craigslist.org,38990,2017,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,20676,clean,other,1C4BJWFG3HL547853,4wd,other,red,https://images.craigslist.org/01212_59EilBaTKT6z_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-25T08:01:40-0500
691,7312034925,https://bham.craigslist.org/ctd/d/birmingham-2018-ford-mustang-gt-coupe/7312034925.html,birmingham,https://bham.craigslist.org,33990,2018,ford,mustang gt coupe 2d,good,8 cylinders,gas,23720,clean,other,1FA6P8CF2J5107386,rwd,coupe,blue,https://images.craigslist.org/00a0a_1kFCt6JqbK5z_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-24T14:51:08-0500
697,7311954636,https://bham.craigslist.org/ctd/d/birmingham-2020-honda-civic-si-coupe-2d/7311954636.html,birmingham,https://bham.craigslist.org,26590,2020,honda,civic si coupe 2d,good,,gas,9954,clean,other,2HGFC3A51LH751302,fwd,coupe,silver,https://images.craigslist.org/00Z0Z_1s2m76Sn1Tgz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-24T12:41:11-0500
707,7311865995,https://bham.craigslist.org/ctd/d/birmingham-2017-ford-expedition-xlt/7311865995.html,birmingham,https://bham.craigslist.org,29590,2017,ford,expedition xlt sport,good,6 cylinders,gas,70760,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,https://images.craigslist.org/00D0D_aqVh7XGmJcQz_0gw0co_600x450.jpg,al,33.52,-86.79,2021-04-24T10:21:06-0500
